Customer_Name,Sales,Profit,Orders,Quantity
Emma Kim,190.07,49.76,2,2
Olivia Robinson,189.92,69.74,1,3
Marco Martin,189.73,45.7,1,4
Joseph Wang,189.69,39.64,1,1
Xiao Martin,189.41,80.63,1,6
Priya Garcia,189.3,45.22,1,1
Christopher Müller,187.47,68.76,1,1
Layla Leroy,186.8,67.01,1,4
William Sharma,186.5,68.41,1,6
Liam Tanaka,186.41,53.37,1,5
Michael Rodriguez,185.96,50.3,1,1
Mary Fischer,185.63,55.15,2,4
Elizabeth Taylor,185.6,50.99,2,13
Nadia Santos,185.57999999999998,25.84,2,16
Sarah Zhang,185.18,55.56,1,4
Pierre Patel,184.73,70.01,1,3
Ivan Zhang,184.31,64.35,2,14
Raj Thompson,183.79,62.510000000000005,2,5
Noah Leroy,183.4,65.58,1,5
Carlos Anderson,183.12,70.42,1,6
Olga Romano,182.0,75.44,1,3
Pierre Yamamoto,181.74,58.02,1,2
Sakura Costa,181.04,74.23,1,4
Christopher Brown,180.93,59.75,2,7
Li Harris,180.4,61.21,2,4
Robert Taylor,180.36,49.769999999999996,2,2
Lucas Park,179.65,23.91,1,1
Layla Rodriguez,179.64,32.94,1,5
Hans Chen,179.48,56.92,1,1
Ahmed Russo,179.32,47.13,1,3
Omar Park,178.86,46.720000000000006,3,4
Richard Rodriguez,178.7,54.39,1,3
Diego Pereira,178.65,74.65,1,3
Emma Jackson,177.94,67.94,1,1
Isabella Patel,177.12,78.28,1,3
Sakura Rossi,176.58,51.88,1,4
Barbara Jones,175.85,42.97,2,7
Hans Anderson,174.69,55.23,2,2
Ava Jones,174.28,54.76,1,3
Priya Patel,174.05,45.96,1,1
Christopher Martinez,173.45,35.36,1,3
Priya Johansson,172.7,57.75,1,1
Ingrid Robinson,172.2,65.11,1,1
Priya Harris,172.08,47.71,1,5
Michael Nilsson,171.83,52.48,1,2
Amir Yamamoto,170.36999999999998,48.79,2,3
David Nilsson,170.26,63.38,1,2
Sophie Sharma,170.05,54.94,1,2
Li Taylor,169.97,59.24,1,2
Sarah Robinson,169.34,34.11,2,2
Olga Anderson,169.04,48.94,1,1
Ayumi White,168.16000000000003,51.68,2,4
Ivan Patel,168.16,34.8,2,2
Raj Yamamoto,167.77,65.43,1,1
Susan Johansson,167.34,65.92,1,3
Olivia Sato,167.02,42.03,1,3
Oscar Müller,166.0,47.11,1,5
Isabella Jackson,165.98999999999998,43.76,2,4
Hanna Thomas,164.85,49.19,1,2
Xiao Romano,163.21,29.2,2,8
Priya Weber,162.66,30.839999999999996,2,5
Ava Oliveira,162.05,59.82,1,6
Ahmed Hassan,162.03,51.77,1,3
Robert Tanaka,161.92,50.38,1,2
Priya Martinez,161.57,29.16,2,7
Omar Thomas,161.42000000000002,49.730000000000004,2,11
Sakura Rodriguez,161.3,27.240000000000002,3,4
Ayumi Garcia,160.88,50.56,2,5
Isabella Thompson,160.72,48.57,1,14
Jennifer Kim,160.41,61.48,1,3
Jennifer Oliveira,160.11,43.14,1,1
Jamal Ahmed,159.98,54.58,1,2
James Santos,159.96,52.63,1,6
Chen Nilsson,159.64,46.61,1,4
Isabella Russo,159.47,45.27,1,1
Chen Laurent,159.19,60.82,1,1
Michael Ferrari,159.15,24.84,4,4
Susan Hassan,158.98,52.95,1,6
Maria Anderson,158.64,51.43,1,3
Jennifer Thomas,158.63,58.41,1,3
Wei Jones,158.15,50.19,1,3
Olivia Leroy,157.57,47.6,1,1
Isabella Jones,156.7,38.15,1,4
Ivan Ahmed,156.11,59.63,1,2
Clara Leroy,156.1,35.98,1,4
Zara Clark,155.86,27.4,1,3
Wei Thompson,155.51999999999998,37.54,2,2
Patricia Leroy,155.47,40.13,1,7
Ivan Ali,155.08,64.97,1,4
Maria Suzuki,154.95,32.51,2,9
Susan Kumar,154.78,52.9,1,1
Jennifer Tanaka,154.68,58.03,1,7
Ali Li,154.26,54.62,1,2
Ivan Dubois,154.2,47.74,1,2
Lucas Rodriguez,154.2,42.95,1,4
Marco Harris,154.06,26.45,1,1
Sophie Harris,152.89999999999998,41.45,2,11
Michael Garcia,152.19,63.6,1,5
Maria Schmidt,152.16,35.29,1,3
Mary Weber,151.8,38.84,3,5
Robert Schmidt,151.76,52.64,1,3
Omar Fischer,151.73,28.41,1,1
David Smith,151.6,27.619999999999997,3,7
Carlos Thomas,151.44,32.17,2,3
Michael Taylor,151.42,56.16,1,4
Maria Khan,151.34,55.97,1,2
Ahmed Sharma,150.87,40.599999999999994,2,5
Maria Ahmed,150.7,38.46,1,4
Nadia Oliveira,150.65,63.26,1,6
Isabella Davis,150.02,43.31,1,3
Patricia Wang,149.72,43.97,1,2
Giulia Nilsson,149.59,44.63,1,11
Sarah Miller,149.36,41.4,1,3
Wei Patel,149.18,34.61,2,7
Linda Santos,148.65,43.91,1,1
Olivia Johnson,148.51,46.72,1,1
Layla Kumar,148.32,35.3,1,4
Chen Smith,148.31,27.81,1,4
Zara Müller,148.25,20.0,1,1
Ava Harris,148.04,53.84,1,4
Barbara Williams,147.96,55.63,1,3
Hans Yamamoto,147.71,55.93,1,4
Thomas Zhang,147.53,49.18,1,4
Amina Clark,146.91,38.15,2,7
Li Wang,146.5,43.11,2,5
Lucas Oliveira,146.0,46.68,1,4
Fatima Costa,146.0,13.02,1,3
Barbara Weber,145.51,35.14,2,4
Noah Suzuki,145.48,40.49,1,3
Jessica Tanaka,145.22,38.64,1,3
Jessica Schmidt,145.1,48.33,1,3
Robert Khan,144.81,24.759999999999998,3,4
Yuki Rodriguez,144.72,53.71,1,1
Xiao Taylor,143.72,25.67,1,4
Noah Dubois,143.71,48.65,1,2
James Chen,143.71,26.59,1,3
Hanna White,143.57,44.26,1,3
Robert Jackson,143.37,53.58,1,2
Omar Li,143.33,44.29,1,2
Oscar Martin,142.57,35.24,2,2
Mia Chen,142.41,42.21,1,2
Amina Nilsson,142.31,42.49,1,4
Oscar Anderson,141.77,45.11,2,3
Clara Rodriguez,141.77,41.92,1,3
Sakura Müller,141.5,48.7,1,1
Sakura Ahmed,141.35,27.84,1,3
Wei Romano,140.33,34.32,1,6
Ethan Chen,140.31,42.160000000000004,2,7
Jessica Taylor,139.66,46.78,1,2
Ali Sato,139.56,59.82,1,2
Amir Taylor,138.89,50.59,1,1
Pierre Hassan,138.81,37.84,1,4
Hans Kim,138.69,45.31,1,2
Olivia White,138.68,39.59,1,3
Patricia Costa,138.6,58.23,1,2
Pierre Pereira,138.49,40.92,1,2
Ethan Thomas,138.21,54.93,1,3
Emma Oliveira,137.97,56.3,1,3
Li Rossi,136.9,22.93,2,4
Ivan Thomas,136.8,47.9,1,2
Emma Nilsson,136.65,43.83,1,2
Wei Ali,136.29,58.19,1,3
Yuki Johnson,135.89,48.95,1,3
Sakura Zhang,135.82,52.14,1,2
James Kumar,135.09,45.66,1,4
Nadia Rossi,135.0,40.63,1,2
Hanna Santos,134.94,42.69,1,1
Sophie Yamamoto,134.2,49.9,1,5
Priya Singh,133.95,48.37,1,5
Omar Jackson,133.88,57.82,1,2
Christopher Chen,133.74,36.64,2,10
Ahmed Anderson,133.68,46.97,1,4
Ethan Rodriguez,133.27,49.79,1,4
Isabella Ferrari,133.15,29.97,1,4
Jennifer White,132.41,47.98,1,3
Amina Jones,132.12,52.25,1,4
Richard Weber,131.94,39.75,1,1
Olivia Kumar,131.73,26.11,1,2
Richard Harris,130.71,28.41,1,6
Ivan Laurent,130.52,40.02,1,1
Susan Harris,130.4,35.38,1,1
Priya Jones,129.34,20.310000000000002,2,4
Sarah Brown,128.97,51.15,1,3
Yuki Costa,128.6,32.67,2,7
Mia Sharma,128.51999999999998,33.12,2,4
Wei Zhang,128.36,44.89,1,2
Sakura Martinez,128.02,36.16,1,2
Giulia Brown,127.95,33.82,2,8
Hanna Robinson,127.58,14.19,1,6
Elizabeth Park,127.22,38.37,1,8
Linda Martin,127.12,30.56,1,3
Pierre Ahmed,126.94,34.22,1,7
Olga Thompson,126.72999999999999,38.16,2,3
Marco Nilsson,126.55,47.2,1,1
Susan Weber,126.5,43.48,2,4
Maria Thomas,126.2,21.05,1,3
Richard Jackson,126.09,33.39,2,11
Fatima Zhang,125.88,30.86,2,4
Hans Park,125.56,36.78,1,4
Robert Thomas,125.54,36.24,1,4
Layla Park,124.49000000000001,30.630000000000003,2,9
Emma Martinez,124.47,27.86,1,4
Jennifer Yamamoto,123.94,38.44,1,2
Kenji White,123.9,53.25,1,2
John Robinson,123.86,36.88,2,6
Maria Rossi,123.84,23.22,1,6
Fatima Jackson,123.73,30.61,1,3
Raj Pereira,123.1,40.78,1,1
Ali Müller,122.8,27.51,1,5
Mia Müller,122.43,32.77,1,4
Isabella Harris,122.35,38.05,1,5
Sakura Chen,122.02,25.7,1,11
Christopher Jackson,121.72,41.82,1,12
Linda Fischer,121.36,43.33,1,8
Mia Ali,121.33000000000001,24.66,2,4
Christopher Taylor,121.2,35.6,1,3
Oscar Johnson,121.18,48.26,1,6
Xiao Davis,121.12,43.67,1,4
Amir Anderson,120.95,38.91,1,4
Emma Anderson,120.94,34.56,1,5
Chen Johnson,120.72,22.31,1,2
Fatima Brown,120.63,42.62,1,3
David Leroy,120.46,34.01,1,12
Clara Martinez,120.43,42.51,1,2
Maria Martinez,120.23,40.28,1,1
Christopher Harris,120.17999999999999,24.46,2,3
Felix Patel,120.16,34.92,1,1
Felix Schmidt,119.17,39.69,1,1
Sophie Brown,118.94,36.9,1,2
Jessica Garcia,118.78,45.019999999999996,2,9
Sophie Weber,118.7,26.91,1,5
Sophie Sato,118.42,36.61,1,3
Jessica Martin,118.18,16.9,1,4
Sarah Tanaka,117.78,18.2,2,8
Omar Dubois,117.78,19.959999999999997,2,6
Layla Chen,117.56,46.78,1,3
Kenji Romano,116.81,20.34,3,4
Felix Romano,116.72,36.5,2,4
Liam Pereira,116.33,32.72,1,3
Priya Romano,116.2,44.7,1,1
Mary Oliveira,115.85,41.86,1,3
Raj Sato,115.48,19.83,2,12
Elizabeth Sharma,115.4,42.38,1,2
Yuki Sharma,115.27,28.82,1,3
Jessica Weber,115.26,39.53,1,3
Ivan Nilsson,115.23,37.74,1,3
Ali Kim,115.14,30.46,1,2
Hans Laurent,114.77000000000001,22.52,2,8
Linda Zhang,114.6,43.58,1,10
Christopher Tanaka,114.37,31.27,1,8
Olga Pereira,114.12,36.83,2,3
Oscar Kim,113.59,2.04,2,11
Yuki Miller,113.45,27.53,1,2
Layla Ahmed,113.35,23.67,1,3
Sakura Jones,112.75999999999999,14.620000000000001,2,8
Patricia Chen,112.42,33.76,1,1
Hans Schmidt,112.4,43.06,1,8
Clara Garcia,112.22,20.48,2,9
Carlos Santos,112.12,20.45,1,1
Hans Martin,111.88,33.8,1,2
Ahmed Santos,111.55,24.68,1,2
Giulia Williams,110.59,31.11,1,3
Sakura Ali,110.27,28.55,1,2
Elizabeth Zhang,110.16,39.19,1,8
Barbara Leroy,109.88,40.68,1,2
Wei Laurent,109.84,32.2,1,4
Ava Garcia,109.76,42.1,1,2
Ingrid Davis,109.72,13.629999999999999,2,6
Ingrid Laurent,109.65,45.22,1,2
Yuki Robinson,109.42,34.29,1,1
Michael Smith,109.38,44.7,1,2
Elizabeth Martin,109.35,26.83,1,5
Carlos Robinson,109.09,27.46,1,1
Layla Ferrari,109.08,25.84,1,2
Marco Moreau,109.03,17.76,1,3
William Clark,108.74,25.509999999999998,2,5
Mary Clark,108.73,23.97,2,10
Amina Thomas,108.66,43.51,1,2
Priya Ali,108.6,44.26,1,5
Susan Laurent,108.22,40.18,1,6
William Martinez,107.88,31.33,2,8
Hans Kumar,107.59,10.25,2,5
Ali Hassan,106.82,35.15,1,2
Lucas Williams,106.47,28.96,1,3
Marco Davis,105.83,31.22,1,4
Omar Leroy,105.78,46.62,1,2
Ahmed Dubois,105.73,20.73,3,3
Chen Ali,105.71,23.54,1,1
Felix Ahmed,105.62,36.54,1,2
Mia Clark,105.52,12.02,2,6
Wei Fischer,105.22999999999999,32.06,2,5
Clara Taylor,105.16,26.32,1,2
Wei Wang,105.0,36.85,1,14
William Romano,104.65,22.29,1,4
Oscar Taylor,104.51,30.46,1,1
Giulia Li,104.5,27.34,1,1
Linda Thompson,104.2,41.92,1,5
Karen Ali,104.0,36.53,1,4
Ali Oliveira,103.77,33.67,1,1
Amina Wang,103.74,25.48,1,2
Priya Williams,103.57,25.94,1,2
Sakura Nilsson,102.78,31.68,1,4
Wei Hassan,102.21,23.12,1,2
Priya Park,101.8,41.71,1,6
Nadia Rodriguez,101.79,38.51,1,3
Jamal Zhang,101.46,33.03,1,3
Liam Kim,101.1,29.18,1,2
Clara Williams,101.04,34.56,1,2
Noah Martinez,100.68,32.61,1,5
Priya Martin,100.24,33.39,2,5
Chen Martin,100.24,24.74,2,12
Oscar Ali,100.12,16.38,1,1
Chen Singh,99.69,27.3,1,3
John Martin,99.56,33.63,1,2
John Patel,99.56,29.91,1,4
Ethan Jones,99.48,35.54,1,2
Ayumi Suzuki,99.42999999999999,20.240000000000002,2,10
Joseph Romano,99.35,19.060000000000002,2,3
Jessica Hassan,99.0,17.08,2,8
Nadia Pereira,98.9,21.5,2,5
Chen Martinez,98.69,26.44,1,1
Xiao Laurent,98.61,37.46,1,5
Felix Davis,98.38,37.65,1,1
Carlos Davis,97.81,20.95,1,2
Layla Jackson,97.13999999999999,18.2,2,3
David Williams,96.88,27.53,1,2
Nadia Thomas,96.82,27.69,1,6
Sakura Oliveira,96.64,33.86,1,4
Oscar Davis,96.6,33.36,1,2
Liam Patel,96.15,17.62,1,7
Layla Thomas,95.85,23.06,1,3
Zara Thomas,95.53,36.81,1,6
Olga Weber,95.06,32.52,1,1
Richard Ali,94.72,20.66,3,6
Priya Thomas,94.61,14.27,3,4
Zara White,94.52000000000001,21.22,2,11
Jamal Chen,94.52,25.19,1,1
Ahmed Clark,94.28,20.74,2,4
Mary Garcia,92.8,30.02,1,3
Kenji Miller,92.61,20.21,1,9
Noah Taylor,92.48,37.39,1,5
Hans Hassan,92.21,25.36,1,2
Ivan Smith,91.96,23.33,1,3
Oscar Schmidt,91.92,19.099999999999998,2,6
Jessica Nilsson,91.37,26.14,1,7
Patricia Dubois,91.16,11.63,1,1
Clara Tanaka,90.89,16.78,2,4
Fatima Kumar,90.68,35.55,1,4
Linda Wang,90.48,25.97,1,1
Xiao Ferrari,90.2,18.82,2,3
Sophie Jones,89.92,28.98,1,2
Amir Tanaka,89.48,21.09,1,3
Carlos Patel,88.94,14.77,1,3
Amina Harris,88.92,19.89,2,5
Ingrid Suzuki,88.6,21.37,1,2
Fatima Jones,88.43,25.88,1,1
Susan Miller,88.43,24.07,1,2
Jessica Park,87.63000000000001,8.59,2,2
Ayumi Romano,87.36,23.53,1,3
Lucas Yamamoto,87.28,21.08,1,2
Jessica Kim,87.15,34.14,1,5
Hans Khan,86.45,27.08,1,2
Amir Moreau,86.26,27.3,1,2
Isabella Ahmed,86.2,26.9,1,5
Elizabeth Singh,86.0,5.63,2,3
Jamal Jones,85.99000000000001,24.57,2,4
Fatima Patel,85.82,24.21,2,4
Ali Jackson,85.33,25.91,1,1
Olivia Zhang,85.31,21.29,2,8
Christopher Rossi,85.18,12.48,1,7
Sarah Nilsson,84.85,16.1,1,4
John Brown,84.83,26.54,1,1
Liam Wang,84.63,18.63,1,3
Ingrid Sato,84.5,24.03,1,1
Sarah Rossi,84.3,20.03,2,6
Ingrid Wang,83.98,31.41,1,7
Ayumi Tanaka,82.87,9.62,2,9
Joseph Fischer,82.38,31.84,1,2
Mary Rossi,82.24,21.86,1,2
Sakura Kim,81.92,32.89,1,2
Jessica Yamamoto,81.57,25.12,1,2
Richard Williams,81.41,18.79,1,2
Joseph Zhang,81.36,19.15,1,9
Emma Brown,81.35,25.39,1,1
Mary Laurent,81.06,-8.2,2,9
Liam Taylor,80.89,17.37,1,2
Mary Martinez,80.36,25.85,1,2
Ayumi Ali,79.98,26.65,1,5
Lucas Anderson,79.84,24.6,1,3
Olivia Rossi,79.61,12.83,1,2
Kenji Schmidt,79.3,26.36,1,10
James Anderson,79.15,15.28,1,3
Hans Robinson,79.09,33.0,1,5
Carlos Ali,78.98,21.130000000000003,2,4
Mary Anderson,78.26,16.08,2,3
Mia Laurent,77.65,22.97,1,4
Diego Harris,77.47,25.63,1,1
Giulia Smith,77.03,24.24,1,1
Layla Romano,76.32,17.12,1,10
Michael Leroy,76.19,25.45,1,6
Raj Rodriguez,76.11,24.09,1,1
Diego Rossi,76.01,20.04,1,2
Omar Russo,75.37,-14.07,3,14
Oscar Khan,75.28,29.66,1,2
Richard Moreau,75.07,2.36,1,2
Chen Garcia,74.96000000000001,8.62,2,2
Xiao Johnson,74.88,27.41,1,2
Barbara Miller,74.71,21.8,1,2
Maria Zhang,74.68,19.7,1,1
Joseph Thompson,74.03,17.65,1,1
Jamal Khan,73.88,1.14,1,2
Sophie Leroy,73.71,17.73,1,1
Giulia Yamamoto,73.69,20.95,1,4
Ava Laurent,73.52,13.05,1,1
Lucas Suzuki,72.80000000000001,12.75,2,2
Mary Miller,72.53999999999999,0.6300000000000003,2,6
Hans Ali,72.35,24.2,1,4
Susan Chen,72.31,19.86,1,2
Isabella Li,72.24,31.06,1,3
Xiao Rodriguez,71.9,11.2,2,4
Amir Ferrari,71.74,8.73,1,2
Chen Taylor,71.31,14.04,1,1
Maria Martin,71.23,15.21,1,3
Maria Sharma,71.14,9.29,1,10
Oscar Thomas,71.13,16.39,2,5
Clara Ali,71.08,29.08,1,6
Oscar White,70.97,24.14,1,1
Liam Nilsson,70.4,24.54,1,4
Emma Suzuki,70.33000000000001,10.77,2,3
Felix Laurent,70.03,11.559999999999999,2,3
Olga Wang,69.84,16.02,1,2
Amina Smith,69.66,14.17,1,7
Barbara Russo,69.03,23.83,1,3
Sakura Martin,69.02,24.46,1,5
Clara Schmidt,68.85,18.28,1,6
Nadia Weber,68.44,21.58,1,2
Karen Tanaka,68.36,21.47,1,5
Jamal Harris,68.34,9.14,1,2
Richard Dubois,68.31,25.09,1,1
Emma Tanaka,67.22,5.18,1,3
Linda Sato,67.14,15.58,1,1
Amina Johansson,66.96000000000001,3.8000000000000003,2,3
Michael Park,66.93,21.53,1,5
Clara Moreau,66.9,7.79,1,1
Sophie Li,66.68,15.32,1,2
Hanna Leroy,66.58,6.54,2,2
Hanna Davis,66.32,21.78,1,2
Fatima Müller,66.13,14.08,1,1
Ahmed Pereira,66.12,17.79,1,2
Michael Sato,66.02,15.12,1,1
John Miller,65.99,16.3,1,3
Jennifer Russo,65.82,22.07,1,2
Layla Santos,65.56,18.12,1,3
Oscar Wang,65.35,19.45,1,5
Karen Garcia,65.29,5.13,1,1
Jamal Nilsson,65.28,3.17,1,8
Mary Patel,65.04,16.07,1,1
Ava Patel,64.87,16.79,1,2
Robert Harris,64.69,11.05,2,3
Kenji Smith,64.5,11.49,1,3
Michael Hassan,64.18,2.52,1,12
Jennifer Moreau,64.12,21.03,1,2
Richard Johnson,63.84,15.4,1,2
Jessica Pereira,63.78,17.41,1,6
Carlos Dubois,63.27,13.22,1,1
Joseph Clark,62.93,8.2,1,4
Hanna Kumar,62.53,15.66,1,3
Lucas Costa,62.17,13.41,1,2
Diego Sharma,61.82,15.25,1,1
Hanna Li,61.73,17.99,1,2
Wei Smith,61.65,13.24,1,7
Ayumi Ferrari,61.04,9.36,1,2
Olga Ahmed,60.89,14.67,1,3
Carlos Jackson,60.48,10.34,1,4
Ethan Hassan,60.25,17.91,1,2
Omar Ali,60.11,11.22,1,1
Thomas Ferrari,59.92,22.41,1,4
Thomas Yamamoto,59.85,16.28,1,1
William Miller,59.74,9.38,1,4
Marco Ferrari,59.17,15.55,1,1
Diego Ferrari,59.15,10.8,1,1
Yuki Pereira,59.06,18.69,1,4
Liam Romano,58.76,12.91,1,1
Zara Ferrari,58.41,14.09,1,2
Richard Patel,58.34,15.97,1,3
Michael Kim,58.17,14.28,1,3
Layla Khan,57.55,15.52,1,1
Jessica Johnson,56.89,6.16,1,5
Fatima Weber,56.81,14.83,1,4
Fatima Davis,56.7,11.72,1,4
Christopher Clark,56.36,10.63,1,1
Clara Sato,56.28,9.95,1,2
Mia Martin,55.87,4.2,2,6
Ali Rodriguez,55.83,8.54,1,1
Liam Schmidt,55.6,18.8,1,4
Li Kim,55.53,8.42,1,3
Emma Weber,55.26,14.51,1,4
Patricia Santos,55.24,13.87,1,1
Carlos Martinez,55.14,12.66,1,2
Kenji Nilsson,54.96,14.57,1,3
Felix Miller,54.74,16.48,1,1
Ayumi Kumar,54.37,15.38,1,3
Michael Harris,54.25,15.54,1,1
Ingrid Khan,54.23,16.9,1,4
Joseph Schmidt,53.98,13.95,1,3
David Harris,53.77,12.09,1,5
Giulia Oliveira,53.72,12.01,1,2
Felix Leroy,53.69,7.12,1,4
John Rodriguez,53.56,10.23,1,2
Hans Santos,53.53,16.17,1,5
Raj Schmidt,53.34,15.87,1,3
Pierre Costa,53.11,12.89,1,1
Barbara Khan,52.98,19.79,1,3
Fatima Laurent,52.98,11.06,1,1
Ingrid Li,52.93,15.69,1,1
Ethan Moreau,52.9,7.76,1,1
Clara Clark,52.81,13.35,1,1
Karen Thomas,52.78,17.55,1,1
Sarah Moreau,52.76,6.62,1,2
Jessica Sato,52.25,14.94,1,1
Patricia Weber,52.15,7.3100000000000005,2,3
Marco Hassan,52.11,13.2,1,5
Oscar Johansson,52.05,7.42,1,4
David Kumar,51.63,15.43,1,1
Carlos Schmidt,51.41,6.14,2,4
Mary Ferrari,51.25,9.3,1,5
Fatima Robinson,51.14,10.55,1,2
Pierre Robinson,51.1,13.02,1,1
Thomas Wang,51.09,12.4,1,1
Hanna Fischer,51.02,10.97,1,5
Hanna Khan,50.8,9.92,1,2
Ethan Kim,50.75,9.46,1,1
Lucas Thomas,50.51,1.62,1,2
Liam Jones,50.4,1.33,2,2
Diego Li,50.04,12.47,1,1
Hans White,50.0,3.42,1,1
Ayumi Smith,49.91,10.48,1,2
Kenji Johansson,49.72,13.09,1,1
Wei Johansson,49.46,5.74,1,1
Hanna Ali,49.44,10.7,1,4
Robert Dubois,49.38,11.2,1,1
Diego Davis,49.18,11.12,1,2
Ayumi Nilsson,48.95,9.71,1,1
Xiao Jackson,48.46,18.74,1,2
Olivia Garcia,48.32,8.99,1,8
Ivan Leroy,48.23,17.9,1,1
Linda Rodriguez,47.97,1.33,1,7
Michael Sharma,47.96,14.93,1,1
Jamal Park,47.71,9.75,1,2
Nadia Davis,47.7,14.59,1,5
Thomas Thomas,47.66,17.34,1,2
Carlos Ahmed,47.57,15.54,1,1
Olivia Davis,47.56,0.27,1,5
Priya Robinson,47.55,15.0,1,1
Giulia Müller,47.48,9.47,1,2
Zara Weber,47.46,10.22,1,4
Oscar Jones,47.25,14.73,1,2
Carlos Jones,47.2,15.69,1,3
Thomas Clark,46.7,-0.04,1,2
Olivia Clark,46.37,5.86,1,1
Felix Singh,45.56,11.62,1,1
Michael Miller,45.49,-2.04,1,7
Marco Rodriguez,45.45,10.19,1,1
Maria Miller,45.26,11.16,1,3
Clara Santos,45.14,15.8,1,3
Li Müller,44.84,-1.61,1,3
Liam Johansson,44.79,1.15,1,5
Zara Fischer,44.69,7.24,1,1
Li Davis,44.59,12.83,1,1
Joseph Leroy,44.26,7.6,1,1
Priya Li,44.15,5.27,1,5
Raj Patel,44.120000000000005,6.3100000000000005,2,4
Karen Moreau,43.85,9.69,1,1
Raj Li,43.56,10.72,1,5
Patricia Garcia,43.53,0.33,1,2
William Moreau,43.48,10.5,1,1
Priya Leroy,43.07,-4.59,2,2
Nadia Dubois,43.01,13.65,1,1
Liam White,42.82,13.26,1,1
Kenji Santos,42.69,9.88,1,3
Richard Park,42.42,4.77,1,1
Ali Thomas,42.36,5.25,1,4
Karen Ferrari,42.31,5.81,1,1
Raj Weber,42.3,13.78,1,2
Ingrid Müller,42.23,6.5,1,4
Priya Wang,41.84,10.32,1,2
Jennifer Martinez,41.84,4.44,1,2
Marco Tanaka,41.74,5.54,1,1
Susan Patel,41.72,4.16,1,2
Christopher Miller,41.58,9.82,1,3
Karen Yamamoto,41.55,2.3,1,2
Hanna Ferrari,41.28,5.65,1,1
Ayumi Russo,41.13,5.62,1,1
Joseph Suzuki,41.11,12.63,1,1
Olga Zhang,40.72,7.15,1,1
Thomas Santos,40.42,11.77,1,1
Olivia Ali,40.39,10.11,1,4
Richard Sharma,40.3,6.82,1,1
Isabella Anderson,40.18,-0.49,1,1
Amina Khan,39.65,8.81,1,1
Olivia Pereira,39.61,13.23,1,1
John Wang,39.26,5.24,1,2
Emma Chen,39.08,7.94,1,2
Lucas Clark,39.07,1.38,1,1
David Laurent,38.74,7.57,1,1
Robert Garcia,38.67,7.37,1,3
Sophie Miller,38.64,11.78,1,2
Giulia Anderson,38.52,1.1099999999999999,2,3
Jamal Williams,38.44,9.11,1,1
Wei Costa,38.26,3.38,1,1
Elizabeth Patel,38.24,3.61,1,1
Omar Garcia,38.16,-11.32,2,7
Ingrid Clark,38.129999999999995,5.029999999999999,2,6
Sophie Williams,37.81,7.89,1,4
Oscar Williams,37.65,2.64,1,4
Ayumi Miller,37.26,2.86,1,3
Clara Smith,37.16,-5.87,1,5
Priya Nilsson,37.07,-5.92,2,6
Oscar Pereira,36.74,4.23,1,2
Ingrid Moreau,36.63,5.63,1,1
Patricia Ferrari,36.6,6.03,1,4
Ivan Anderson,36.42,4.45,1,3
Thomas Jackson,36.33,5.95,1,3
Clara Costa,36.29,2.81,1,1
Patricia Rossi,36.21,-0.59,1,1
Giulia Russo,36.18,4.16,1,2
Ivan Sharma,35.97,6.62,1,4
Emma Thompson,35.85,0.61,1,3
Emma Clark,35.8,4.33,1,4
Jennifer Anderson,35.72,6.37,1,5
Barbara Rossi,35.7,0.33,1,3
Nadia Jackson,35.5,11.37,1,2
Joseph Garcia,35.46,7.34,1,2
Li Oliveira,35.45,9.1,1,5
Amir Johansson,35.42,3.93,1,4
Olivia Wang,35.11,0.14,1,4
Chen Rodriguez,34.92,2.09,1,5
Hanna Rossi,34.92,1.67,1,5
Sophie Kim,34.77,2.09,1,1
Robert Russo,34.75,0.09,1,3
Barbara Moreau,34.7,4.94,1,2
James Khan,34.32,7.35,1,3
Isabella Smith,34.14,7.09,1,1
Barbara White,34.06,6.72,1,3
Sarah Johansson,32.95,2.08,1,1
Jennifer Dubois,32.7,3.79,1,1
Chen Dubois,32.69,6.18,1,1
Jamal Patel,32.62,7.03,1,2
Xiao Weber,32.46,6.68,1,1
Xiao Kumar,32.28,5.66,1,1
Ali Leroy,32.2,1.64,1,1
Omar Weber,31.92,3.89,1,1
Amir Park,31.5,-0.27,1,2
Mia Davis,31.21,1.5,1,1
James Oliveira,31.2,-3.04,1,6
Diego Anderson,31.05,1.61,1,1
Patricia Martinez,30.78,-3.2,1,3
Amir Singh,30.49,4.13,1,3
Karen Khan,30.1,1.77,1,3
Omar Rodriguez,30.08,1.05,1,2
William Khan,30.06,1.18,1,1
Jessica Brown,30.04,5.35,1,1
Emma Zhang,29.91,1.93,1,1
Xiao Sharma,29.71,3.13,1,1
Sophie Rossi,29.71,2.18,1,3
Karen Zhang,29.63,1.18,1,2
William Rodriguez,29.3,3.08,1,1
Jennifer Zhang,29.27,-3.21,1,6
Isabella Martin,29.18,3.8,1,2
Ahmed Weber,29.16,2.34,1,3
Patricia Park,29.16,8.08,1,2
Ethan Santos,28.85,3.05,1,1
Jessica Williams,28.81,5.24,1,1
Liam Sharma,28.73,-4.48,1,5
William Zhang,28.62,-5.38,1,3
Felix Rodriguez,28.56,8.44,1,2
Ayumi Martin,28.39,-7.92,1,5
Thomas Miller,28.36,-0.08,1,3
Elizabeth Santos,28.3,3.38,1,2
Priya Zhang,27.88,7.87,1,2
