Order_ID,Order_Date,Customer_Name,Customer_Segment,Country,Region,Product_Category,Product_Name,Quantity,Unit_Price,Discount_Percent,Total_Sales,Shipping_Cost,Profit,Payment_Method,Year,Month,Month_Name,Quarter,Day_Name,Profit_Margin,Gross_Sales,Discount_Amount
ORD-11946,2023-10-10,James Harris,Corporate,Canada,North America,Furniture,Desk Organizer Set,1,19.95,0,19.95,6.89,1.09,Credit Card,2023,10,October,Q4,Tuesday,5.4636591478696745,19.95,0.0
ORD-10791,2023-10-11,Maria Tanaka,Corporate,UAE,Middle East & Africa,Furniture,Desk Organizer Set,4,37.67,10,135.61,15.83,29.37,PayPal,2023,10,October,Q4,Wednesday,21.657694860261042,150.67777777777778,15.067777777777764
ORD-11272,2023-10-11,Isabella Li,Consumer,France,Europe,Office Supplies,Tape Dispenser Heavy Duty,3,24.08,0,72.24,8.67,31.06,PayPal,2023,10,October,Q4,Wednesday,42.99557032115172,72.24,0.0
ORD-11885,2023-10-11,Kenji Romano,Corporate,Canada,North America,Technology,Tablet Stand Holder,2,19.41,15,33.0,7.48,4.17,Credit Card,2023,10,October,Q4,Wednesday,12.636363636363637,38.82352941176471,5.82352941176471
ORD-11093,2023-10-13,Oscar Thompson,Consumer,Germany,Europe,Clothing & Accessories,Canvas Messenger Bag,4,37.35,10,134.46,13.42,46.34,Credit Card,2023,10,October,Q4,Friday,34.46378105012643,149.4,14.939999999999998
ORD-10455,2023-10-14,Amir Park,Consumer,UAE,Middle East & Africa,Office Supplies,Stapler Full-Size,2,18.53,15,31.5,15.09,-0.27,PayPal,2023,10,October,Q4,Saturday,-0.8571428571428572,37.05882352941177,5.558823529411768
ORD-10568,2023-10-14,Ethan Clark,Consumer,South Korea,Asia Pacific,Office Supplies,Tape Dispenser Heavy Duty,1,20.54,5,19.51,9.89,0.38,Bank Transfer,2023,10,October,Q4,Saturday,1.9477191184008198,20.536842105263162,1.0268421052631602
ORD-11137,2023-10-15,Barbara Weber,Home Office,United Kingdom,Europe,Technology,Tablet Stand Holder,2,34.81,0,69.62,8.72,22.61,Credit Card,2023,10,October,Q4,Sunday,32.47629991381786,69.62,0.0
ORD-10417,2023-10-17,Susan Jackson,Corporate,France,Europe,Clothing & Accessories,Canvas Messenger Bag,1,62.32,5,59.2,9.28,18.76,PayPal,2023,10,October,Q4,Tuesday,31.689189189189193,62.31578947368422,3.1157894736842167
ORD-11216,2023-10-17,Maria Costa,Corporate,South Africa,Middle East & Africa,Office Supplies,Binder Clips Assorted 48pc,3,9.45,25,21.26,14.95,-6.45,PayPal,2023,10,October,Q4,Tuesday,-30.338664158043272,28.346666666666668,7.086666666666666
ORD-11974,2023-10-17,Joseph Chen,Corporate,Italy,Europe,Clothing & Accessories,Silk Tie Collection,2,34.22,0,68.44,9.61,24.61,Bank Transfer,2023,10,October,Q4,Tuesday,35.95850379894798,68.44,0.0
ORD-11062,2023-10-18,Robert Clark,Corporate,South Africa,Middle East & Africa,Technology,Mechanical Gaming Keyboard,4,65.64,25,196.92,19.34,33.17,Cash on Delivery,2023,10,October,Q4,Wednesday,16.84440381880967,262.56,65.64000000000001
ORD-11417,2023-10-18,Jessica Weber,Home Office,Saudi Arabia,Middle East & Africa,Clothing & Accessories,Cotton Formal Shirt,3,38.42,0,115.26,18.1,39.53,Credit Card,2023,10,October,Q4,Wednesday,34.29637341662329,115.26,0.0
ORD-11812,2023-10-18,Liam Jones,Consumer,South Korea,Asia Pacific,Technology,Smart LED Desk Lamp,1,46.22,15,39.29,10.54,3.33,Credit Card,2023,10,October,Q4,Wednesday,8.47543904301349,46.22352941176471,6.9335294117647095
ORD-10007,2023-10-20,Li Sharma,Consumer,Nigeria,Middle East & Africa,Technology,Mechanical Gaming Keyboard,3,146.85,10,396.49,15.07,139.12,PayPal,2023,10,October,Q4,Friday,35.08789628994426,440.5444444444444,44.054444444444414
ORD-10211,2023-10-20,Sarah Tanaka,Corporate,China,Asia Pacific,Technology,Tablet Stand Holder,4,15.34,10,55.22,16.78,4.69,PayPal,2023,10,October,Q4,Friday,8.493299529156104,61.355555555555554,6.135555555555555
ORD-11210,2023-10-20,Susan Weber,Corporate,Spain,Europe,Office Supplies,Tape Dispenser Heavy Duty,2,22.13,25,33.2,8.46,4.82,Credit Card,2023,10,October,Q4,Friday,14.518072289156624,44.26666666666667,11.06666666666667
ORD-11245,2023-10-20,Nadia Tanaka,Corporate,Italy,Europe,Technology,Noise Cancelling Earbuds,5,68.15,20,272.6,12.18,73.01,Credit Card,2023,10,October,Q4,Friday,26.78283198826119,340.75,68.14999999999998
ORD-11460,2023-10-20,Sakura Rodriguez,Corporate,United States,North America,Furniture,Folding Table Portable,1,129.24,20,103.39,5.96,19.89,Credit Card,2023,10,October,Q4,Friday,19.237837315020794,129.23749999999998,25.847499999999982
ORD-11809,2023-10-20,Michael Sato,Corporate,Japan,Asia Pacific,Clothing & Accessories,Travel Backpack 30L,1,82.52,20,66.02,9.64,15.12,Cash on Delivery,2023,10,October,Q4,Friday,22.902150863374736,82.52499999999999,16.504999999999995
ORD-10499,2023-10-21,Felix Müller,Corporate,Japan,Asia Pacific,Furniture,Folding Table Portable,5,127.98,20,511.92,13.19,114.79,Credit Card,2023,10,October,Q4,Saturday,22.423425535239883,639.9,127.97999999999996
ORD-10579,2023-10-22,Barbara Davis,Home Office,France,Europe,Technology,Laptop Stand Adjustable,9,33.48,10,271.19,12.56,92.9,Cash on Delivery,2023,10,October,Q4,Sunday,34.256425384416836,301.3222222222222,30.132222222222197
ORD-11652,2023-10-22,Lucas Suzuki,Consumer,Canada,North America,Office Supplies,Premium Notebook Set A5,1,20.53,0,20.53,6.24,5.05,Credit Card,2023,10,October,Q4,Sunday,24.59814905017048,20.53,0.0
ORD-11261,2023-10-23,Nadia Tanaka,Corporate,Argentina,South America,Furniture,Filing Cabinet 3-Drawer,7,151.92,15,903.92,23.57,242.29,Credit Card,2023,10,October,Q4,Monday,26.804363217983894,1063.4352941176471,159.51529411764716
ORD-11550,2023-10-23,Linda Russo,Consumer,Japan,Asia Pacific,Technology,Portable External SSD 1TB,3,108.96,10,294.19,14.91,99.5,PayPal,2023,10,October,Q4,Monday,33.82167986675278,326.8777777777778,32.6877777777778
ORD-11798,2023-10-23,Thomas Rodriguez,Corporate,Argentina,South America,Office Supplies,Binder Clips Assorted 48pc,7,11.09,10,69.87,22.14,12.8,Credit Card,2023,10,October,Q4,Monday,18.3197366537856,77.63333333333334,7.763333333333335
ORD-10347,2023-10-24,Ayumi Garcia,Consumer,Mexico,North America,Clothing & Accessories,Wool Blend Scarf,4,33.98,5,129.12,14.26,46.9,Credit Card,2023,10,October,Q4,Tuesday,36.322800495662946,135.9157894736842,6.795789473684209
ORD-10429,2023-10-24,Karen Robinson,Home Office,China,Asia Pacific,Technology,Wireless Ergonomic Mouse,11,52.9,0,581.9,17.52,244.33,Bank Transfer,2023,10,October,Q4,Tuesday,41.9883141433236,581.9,0.0
ORD-10461,2023-10-24,Elizabeth Fischer,Corporate,Canada,North America,Technology,Tablet Stand Holder,2,33.2,0,66.4,8.88,21.0,PayPal,2023,10,October,Q4,Tuesday,31.626506024096386,66.4,0.0
ORD-11069,2023-10-25,Fatima Williams,Consumer,Colombia,South America,Office Supplies,Tape Dispenser Heavy Duty,5,18.76,15,79.73,18.24,19.28,Cash on Delivery,2023,10,October,Q4,Wednesday,24.18161294368494,93.80000000000001,14.070000000000007
ORD-10382,2023-10-26,Layla Anderson,Home Office,Australia,Asia Pacific,Furniture,Filing Cabinet 3-Drawer,2,113.95,15,193.72,13.41,43.57,Credit Card,2023,10,October,Q4,Thursday,22.49122444765641,227.90588235294118,34.18588235294118
ORD-10530,2023-10-26,Ali Li,Corporate,Italy,Europe,Technology,Portable External SSD 1TB,2,81.19,5,154.26,10.33,54.62,PayPal,2023,10,October,Q4,Thursday,35.40775314404252,162.37894736842105,8.118947368421061
ORD-10316,2023-10-27,Fatima Kim,Corporate,Germany,Europe,Office Supplies,Highlighters Neon Pack 6,1,13.39,15,11.38,7.96,-2.61,Credit Card,2023,10,October,Q4,Friday,-22.934973637961335,13.388235294117647,2.0082352941176467
ORD-10717,2023-10-28,Elizabeth Johansson,Consumer,Brazil,South America,Furniture,Mesh Back Task Chair,5,183.81,25,689.29,20.65,117.21,Credit Card,2023,10,October,Q4,Saturday,17.00445385831798,919.0533333333333,229.76333333333332
ORD-11406,2023-10-28,Sarah Suzuki,Home Office,Canada,North America,Technology,Smart LED Desk Lamp,8,58.27,10,419.54,24.05,139.1,PayPal,2023,10,October,Q4,Saturday,33.15536063307432,466.15555555555557,46.615555555555545
ORD-10478,2023-10-29,Jamal Robinson,Home Office,South Korea,Asia Pacific,Office Supplies,Highlighters Neon Pack 6,1,7.39,5,7.02,9.58,-5.89,PayPal,2023,10,October,Q4,Sunday,-83.9031339031339,7.389473684210526,0.3694736842105266
ORD-10696,2023-11-01,Susan Chen,Corporate,China,Asia Pacific,Technology,USB-C Hub Multiport Adapter,2,38.06,5,72.31,10.58,19.86,Credit Card,2023,11,November,Q4,Wednesday,27.46508090167335,76.11578947368422,3.8057894736842144
ORD-11295,2023-11-01,Kenji Martin,Home Office,Nigeria,Middle East & Africa,Technology,Tablet Stand Holder,1,17.56,0,17.56,13.21,-5.31,Credit Card,2023,11,November,Q4,Wednesday,-30.239179954441912,17.56,0.0
ORD-11300,2023-11-01,Zara Miller,Consumer,United Kingdom,Europe,Technology,Portable External SSD 1TB,3,145.73,10,393.47,9.99,143.03,Bank Transfer,2023,11,November,Q4,Wednesday,36.350928914529696,437.1888888888889,43.7188888888889
ORD-10054,2023-11-02,Diego Jones,Corporate,China,Asia Pacific,Clothing & Accessories,Canvas Messenger Bag,1,30.54,10,27.49,10.33,1.89,PayPal,2023,11,November,Q4,Thursday,6.875227355401964,30.54444444444444,3.0544444444444423
ORD-10528,2023-11-02,Fatima Brown,Consumer,France,Europe,Technology,Webcam HD 1080p,3,40.21,0,120.63,11.66,42.62,Bank Transfer,2023,11,November,Q4,Thursday,35.3311779822598,120.63,0.0
ORD-11038,2023-11-02,Hanna Johnson,Home Office,Australia,Asia Pacific,Furniture,Ergonomic Office Chair,6,302.03,20,1449.74,13.81,348.62,Cash on Delivery,2023,11,November,Q4,Thursday,24.04707050919475,1812.175,362.43499999999995
ORD-11728,2023-11-02,Ahmed Pereira,Consumer,India,Asia Pacific,Technology,Tablet Stand Holder,2,34.8,5,66.12,10.05,17.79,Cash on Delivery,2023,11,November,Q4,Thursday,26.90562613430127,69.60000000000001,3.480000000000004
ORD-11949,2023-11-02,Fatima Yamamoto,Consumer,South Africa,Middle East & Africa,Office Supplies,Binder Clips Assorted 48pc,6,14.97,5,85.33,22.3,22.61,PayPal,2023,11,November,Q4,Thursday,26.497128794093523,89.82105263157895,4.4910526315789525
ORD-10811,2023-11-03,Joseph Romano,Consumer,Argentina,South America,Technology,Webcam HD 1080p,1,83.28,0,83.28,12.13,25.35,Credit Card,2023,11,November,Q4,Friday,30.43948126801153,83.28,0.0
ORD-11576,2023-11-03,Sarah Sharma,Consumer,France,Europe,Technology,Noise Cancelling Earbuds,7,95.46,5,634.81,20.14,247.15,Cash on Delivery,2023,11,November,Q4,Friday,38.932909059403606,668.2210526315789,33.41105263157897
ORD-10514,2023-11-05,Linda Laurent,Consumer,Germany,Europe,Office Supplies,Paper Clips Box 500pc,2,8.91,15,15.15,11.64,-4.51,PayPal,2023,11,November,Q4,Sunday,-29.768976897689768,17.823529411764707,2.673529411764706
ORD-10757,2023-11-06,Ahmed Taylor,Consumer,Colombia,South America,Clothing & Accessories,Leather Wallet Minimalist,3,64.75,0,194.25,14.63,82.5,Credit Card,2023,11,November,Q4,Monday,42.471042471042466,194.25,0.0
ORD-11470,2023-11-06,Diego Robinson,Corporate,China,Asia Pacific,Furniture,Folding Table Portable,4,127.45,15,433.33,12.43,115.02,Credit Card,2023,11,November,Q4,Monday,26.543281102162325,509.8,76.47000000000003
ORD-10801,2023-11-07,Ethan Wang,Corporate,Germany,Europe,Furniture,Folding Table Portable,4,70.54,15,239.84,11.23,59.31,Bank Transfer,2023,11,November,Q4,Tuesday,24.72898599066044,282.16470588235296,42.32470588235296
ORD-11903,2023-11-07,Wei Smith,Home Office,Japan,Asia Pacific,Office Supplies,Whiteboard Markers Set 8,7,9.27,5,61.65,19.21,13.24,Credit Card,2023,11,November,Q4,Tuesday,21.476074614760744,64.89473684210526,3.2447368421052616
ORD-10043,2023-11-09,Jennifer Kim,Consumer,United States,North America,Technology,Wireless Ergonomic Mouse,3,53.47,0,160.41,10.7,61.48,Bank Transfer,2023,11,November,Q4,Thursday,38.326787606757684,160.41,0.0
ORD-11109,2023-11-09,Jessica Park,Consumer,China,Asia Pacific,Furniture,Bookshelf 5-Tier,1,94.39,15,80.23,11.03,12.57,PayPal,2023,11,November,Q4,Thursday,15.667456063816527,94.38823529411765,14.158235294117645
ORD-10753,2023-11-10,Emma Jackson,Consumer,United States,North America,Technology,Noise Cancelling Earbuds,1,187.3,5,177.94,6.98,67.94,Credit Card,2023,11,November,Q4,Friday,38.18140946386423,187.30526315789476,9.36526315789476
ORD-10180,2023-11-12,Zara Nilsson,Consumer,Canada,North America,Furniture,Bookshelf 5-Tier,2,163.55,0,327.1,6.02,124.82,Credit Card,2023,11,November,Q4,Sunday,38.159584225007634,327.1,0.0
ORD-11761,2023-11-12,Oscar Thomas,Consumer,India,Asia Pacific,Clothing & Accessories,Sports Water Bottle 750ml,1,22.15,0,22.15,10.89,0.18,Bank Transfer,2023,11,November,Q4,Sunday,0.8126410835214447,22.15,0.0
ORD-10375,2023-11-13,Priya Leroy,Corporate,South Korea,Asia Pacific,Technology,Wireless Ergonomic Mouse,1,37.78,10,34.0,10.66,2.56,Credit Card,2023,11,November,Q4,Monday,7.529411764705883,37.77777777777778,3.7777777777777786
ORD-10795,2023-11-13,Christopher Leroy,Corporate,Germany,Europe,Furniture,Monitor Riser Wood,8,64.55,20,413.12,20.98,82.3,Credit Card,2023,11,November,Q4,Monday,19.921572424477148,516.4,103.27999999999997
ORD-10362,2023-11-14,Jennifer Romano,Corporate,Spain,Europe,Furniture,Standing Desk Converter,3,162.18,15,413.56,10.53,111.11,Cash on Delivery,2023,11,November,Q4,Tuesday,26.866718251281558,486.54117647058825,72.98117647058825
ORD-10350,2023-11-15,Felix Laurent,Corporate,Canada,North America,Technology,Smart LED Desk Lamp,1,40.47,5,38.45,6.75,9.44,Credit Card,2023,11,November,Q4,Wednesday,24.551365409622882,40.47368421052632,2.0236842105263193
ORD-12000,2023-11-15,Raj Anderson,Consumer,Argentina,South America,Office Supplies,Premium Notebook Set A5,2,10.67,15,18.14,14.02,-5.48,Credit Card,2023,11,November,Q4,Wednesday,-30.209481808158767,21.341176470588238,3.201176470588237
ORD-10559,2023-11-18,Fatima Patel,Consumer,Canada,North America,Office Supplies,Highlighters Neon Pack 6,3,11.62,15,29.63,7.43,6.51,Credit Card,2023,11,November,Q4,Saturday,21.970975362807966,34.858823529411765,5.228823529411766
ORD-10725,2023-11-18,Giulia Rossi,Corporate,Australia,Asia Pacific,Technology,Laptop Stand Adjustable,11,53.68,0,590.48,19.16,246.56,PayPal,2023,11,November,Q4,Saturday,41.75585963961523,590.48,0.0
ORD-11713,2023-11-19,Kenji Moreau,Corporate,Canada,North America,Office Supplies,Whiteboard Markers Set 8,7,7.45,5,49.54,14.62,11.45,PayPal,2023,11,November,Q4,Sunday,23.112636253532497,52.14736842105263,2.6073684210526338
ORD-10932,2023-11-20,Karen Khan,Consumer,China,Asia Pacific,Office Supplies,Desk Calendar 2025,3,10.56,5,30.1,14.07,1.77,PayPal,2023,11,November,Q4,Monday,5.880398671096345,31.68421052631579,1.5842105263157897
ORD-11566,2023-11-20,Olga Thompson,Consumer,Colombia,South America,Technology,Tablet Stand Holder,2,53.62,0,107.24,11.75,36.51,Bank Transfer,2023,11,November,Q4,Monday,34.04513241327863,107.24,0.0
ORD-10360,2023-11-21,Wei Fischer,Consumer,Argentina,South America,Office Supplies,Premium Notebook Set A5,3,20.66,0,61.98,14.39,19.7,Credit Card,2023,11,November,Q4,Tuesday,31.784446595676023,61.98,0.0
ORD-11833,2023-11-21,Ali Romano,Corporate,Japan,Asia Pacific,Office Supplies,Desk Calendar 2025,1,18.51,10,16.66,11.16,-2.83,PayPal,2023,11,November,Q4,Tuesday,-16.986794717887154,18.51111111111111,1.8511111111111092
ORD-11177,2023-11-22,Omar Costa,Corporate,United States,North America,Furniture,Ergonomic Office Chair,1,209.98,5,199.48,7.19,66.3,PayPal,2023,11,November,Q4,Wednesday,33.23641467816322,209.97894736842105,10.498947368421057
ORD-10978,2023-11-23,Diego Hassan,Consumer,France,Europe,Clothing & Accessories,Wool Blend Scarf,1,15.72,5,14.93,8.51,-1.44,PayPal,2023,11,November,Q4,Thursday,-9.645010046885465,15.715789473684211,0.7857894736842113
ORD-10041,2023-11-25,Xiao Rodriguez,Home Office,Italy,Europe,Technology,Wireless Ergonomic Mouse,2,29.09,5,55.27,9.82,13.45,Credit Card,2023,11,November,Q4,Saturday,24.33508232314094,58.178947368421056,2.908947368421053
ORD-10365,2023-11-25,Ethan Khan,Corporate,Mexico,North America,Technology,USB-C Hub Multiport Adapter,6,40.22,10,217.19,13.45,71.01,Bank Transfer,2023,11,November,Q4,Saturday,32.69487545467103,241.32222222222222,24.132222222222225
ORD-10524,2023-11-25,Oscar Costa,Consumer,United Kingdom,Europe,Office Supplies,Tape Dispenser Heavy Duty,2,9.13,10,16.43,10.19,-1.98,Credit Card,2023,11,November,Q4,Saturday,-12.051125989044431,18.255555555555556,1.8255555555555567
ORD-11789,2023-11-25,Jessica Hassan,Corporate,Italy,Europe,Office Supplies,Desk Calendar 2025,1,15.28,10,13.75,9.42,-2.55,Bank Transfer,2023,11,November,Q4,Saturday,-18.545454545454547,15.277777777777777,1.5277777777777768
ORD-10992,2023-11-26,Linda Kumar,Consumer,Mexico,North America,Furniture,Folding Table Portable,6,90.7,20,435.36,10.26,98.58,PayPal,2023,11,November,Q4,Sunday,22.64332965821389,544.1999999999999,108.83999999999992
ORD-11555,2023-11-26,Isabella Harris,Consumer,Colombia,South America,Technology,Wireless Ergonomic Mouse,5,24.47,0,122.35,17.01,38.05,Credit Card,2023,11,November,Q4,Sunday,31.09930527176134,122.35,0.0
ORD-11793,2023-11-27,Joseph Suzuki,Consumer,United States,North America,Clothing & Accessories,Cotton Formal Shirt,1,45.68,10,41.11,5.64,12.63,Bank Transfer,2023,11,November,Q4,Monday,30.722451958161034,45.67777777777778,4.567777777777778
ORD-11111,2023-11-28,Xiao Harris,Consumer,China,Asia Pacific,Office Supplies,Premium Notebook Set A5,2,9.14,0,18.28,11.84,-1.79,Bank Transfer,2023,11,November,Q4,Tuesday,-9.792122538293215,18.28,0.0
ORD-11488,2023-11-28,Pierre Leroy,Corporate,Colombia,South America,Clothing & Accessories,Travel Backpack 30L,5,43.67,15,185.6,13.12,63.3,PayPal,2023,11,November,Q4,Tuesday,34.105603448275865,218.35294117647058,32.752941176470586
ORD-11497,2023-11-29,Sarah Khan,Consumer,Spain,Europe,Furniture,Filing Cabinet 3-Drawer,4,182.4,10,656.64,9.07,209.81,PayPal,2023,11,November,Q4,Wednesday,31.952058966861603,729.6,72.96000000000004
ORD-11687,2023-11-29,Zara Nilsson,Corporate,India,Asia Pacific,Office Supplies,Whiteboard Markers Set 8,3,9.44,10,25.49,16.13,-3.38,Credit Card,2023,11,November,Q4,Wednesday,-13.26010200078462,28.32222222222222,2.832222222222221
ORD-11505,2023-11-30,Susan Leroy,Consumer,Brazil,South America,Office Supplies,Premium Notebook Set A5,1,8.8,10,7.92,11.94,-7.98,Bank Transfer,2023,11,November,Q4,Thursday,-100.75757575757575,8.799999999999999,0.879999999999999
ORD-10487,2023-12-01,Christopher Khan,Consumer,India,Asia Pacific,Technology,Webcam HD 1080p,8,55.17,5,419.29,17.64,158.9,PayPal,2023,12,December,Q4,Friday,37.89739798230342,441.3578947368421,22.067894736842106
ORD-10677,2023-12-01,Ivan Jones,Corporate,Mexico,North America,Furniture,Standing Desk Converter,4,336.19,25,1008.57,8.15,193.56,Credit Card,2023,12,December,Q4,Friday,19.191528599898867,1344.76,336.18999999999994
ORD-10044,2023-12-02,Fatima Ferrari,Corporate,Japan,Asia Pacific,Clothing & Accessories,Cotton Formal Shirt,8,48.93,10,352.3,27.53,129.05,Credit Card,2023,12,December,Q4,Saturday,36.63071246097076,391.44444444444446,39.144444444444446
ORD-11910,2023-12-02,Amir Laurent,Home Office,Canada,North America,Furniture,Bookshelf 5-Tier,6,191.06,20,917.09,19.84,209.43,Credit Card,2023,12,December,Q4,Saturday,22.836362843341437,1146.3625,229.27249999999992
ORD-10288,2023-12-03,Zara Leroy,Corporate,Japan,Asia Pacific,Furniture,Mesh Back Task Chair,4,112.46,5,427.35,18.44,139.01,Credit Card,2023,12,December,Q4,Sunday,32.52837252837252,449.8421052631579,22.492105263157896
ORD-11423,2023-12-03,Felix Laurent,Home Office,Australia,Asia Pacific,Clothing & Accessories,Silk Tie Collection,2,16.62,5,31.58,12.84,2.12,PayPal,2023,12,December,Q4,Sunday,6.713109563014568,33.242105263157896,1.6621052631578976
ORD-11442,2023-12-03,Chen Nilsson,Home Office,United Kingdom,Europe,Furniture,Monitor Riser Wood,4,42.01,5,159.64,12.21,46.61,PayPal,2023,12,December,Q4,Sunday,29.19694312202456,168.04210526315788,8.402105263157893
ORD-11827,2023-12-03,Emma Sharma,Consumer,Mexico,North America,Furniture,Monitor Riser Wood,2,43.95,20,70.32,6.77,10.81,Credit Card,2023,12,December,Q4,Sunday,15.372582480091015,87.89999999999999,17.58
ORD-11863,2023-12-03,Isabella Rossi,Home Office,Canada,North America,Furniture,Ergonomic Office Chair,5,233.71,0,1168.55,8.94,458.48,Bank Transfer,2023,12,December,Q4,Sunday,39.23494929613624,1168.55,0.0
ORD-11904,2023-12-04,Hans Martin,Consumer,Japan,Asia Pacific,Furniture,Floating Wall Shelves Set,2,55.94,0,111.88,10.95,33.8,Bank Transfer,2023,12,December,Q4,Monday,30.21094029317125,111.88,0.0
ORD-11346,2023-12-05,Jennifer Santos,Consumer,United States,North America,Furniture,Corner L-Shaped Desk,1,263.21,20,210.57,6.52,46.12,PayPal,2023,12,December,Q4,Tuesday,21.902455240537588,263.2125,52.642499999999984
ORD-11661,2023-12-05,Nadia Rossi,Consumer,Japan,Asia Pacific,Furniture,Monitor Riser Wood,2,67.5,0,135.0,13.37,40.63,Credit Card,2023,12,December,Q4,Tuesday,30.0962962962963,135.0,0.0
ORD-11944,2023-12-05,John Ferrari,Consumer,Canada,North America,Office Supplies,Premium Notebook Set A5,1,8.87,0,8.87,7.47,-2.59,PayPal,2023,12,December,Q4,Tuesday,-29.19954904171364,8.87,0.0
ORD-10109,2023-12-06,Thomas Ferrari,Consumer,Mexico,North America,Office Supplies,Premium Notebook Set A5,4,14.98,0,59.92,10.55,22.41,Credit Card,2023,12,December,Q4,Wednesday,37.39986648865153,59.92,0.0
ORD-11117,2023-12-06,Amina Jones,Consumer,Mexico,North America,Technology,Laptop Stand Adjustable,4,33.03,0,132.12,7.2,52.25,Credit Card,2023,12,December,Q4,Wednesday,39.54738116863457,132.12,0.0
ORD-11316,2023-12-06,Richard Yamamoto,Consumer,UAE,Middle East & Africa,Furniture,Monitor Riser Wood,3,66.28,0,198.84,16.2,63.34,PayPal,2023,12,December,Q4,Wednesday,31.854757594045463,198.84,0.0
ORD-11770,2023-12-06,Lucas Li,Corporate,India,Asia Pacific,Furniture,Corner L-Shaped Desk,3,216.54,0,649.62,16.39,243.46,Credit Card,2023,12,December,Q4,Wednesday,37.4772944182753,649.62,0.0
ORD-10189,2023-12-07,William Miller,Corporate,India,Asia Pacific,Office Supplies,Premium Notebook Set A5,4,17.57,15,59.74,18.73,9.38,Credit Card,2023,12,December,Q4,Thursday,15.701372614663542,70.28235294117647,10.542352941176468
ORD-10779,2023-12-07,Wei Hassan,Corporate,India,Asia Pacific,Clothing & Accessories,Travel Backpack 30L,2,68.14,25,102.21,10.95,23.12,Credit Card,2023,12,December,Q4,Thursday,22.620095881029258,136.28,34.07000000000001
ORD-11597,2023-12-07,Olivia Laurent,Consumer,Canada,North America,Office Supplies,Highlighters Neon Pack 6,1,9.23,0,9.23,6.44,-1.36,Bank Transfer,2023,12,December,Q4,Thursday,-14.734561213434452,9.23,0.0
ORD-11641,2023-12-07,Raj Khan,Home Office,United States,North America,Office Supplies,Ballpoint Pen Pack 12,1,9.6,5,9.12,5.52,-0.72,Credit Card,2023,12,December,Q4,Thursday,-7.894736842105264,9.6,0.4800000000000004
ORD-11708,2023-12-07,Ava Garcia,Consumer,Mexico,North America,Clothing & Accessories,Travel Backpack 30L,2,57.77,5,109.76,9.89,42.1,Credit Card,2023,12,December,Q4,Thursday,38.356413994169095,115.53684210526316,5.776842105263157
ORD-11825,2023-12-07,Wei Fischer,Consumer,Mexico,North America,Office Supplies,Premium Notebook Set A5,2,24.03,10,43.25,9.26,12.36,Cash on Delivery,2023,12,December,Q4,Thursday,28.578034682080922,48.05555555555556,4.805555555555557
ORD-11891,2023-12-07,Ayumi Kumar,Corporate,Mexico,North America,Clothing & Accessories,Sports Water Bottle 750ml,3,21.32,15,54.37,7.01,15.38,Credit Card,2023,12,December,Q4,Thursday,28.28765863527681,63.96470588235294,9.59470588235294
ORD-10220,2023-12-08,Elizabeth Weber,Consumer,Italy,Europe,Furniture,Monitor Riser Wood,7,67.53,10,425.44,12.11,129.7,Bank Transfer,2023,12,December,Q4,Friday,30.48608499435878,472.7111111111111,47.27111111111111
ORD-11953,2023-12-08,Liam Costa,Consumer,Colombia,South America,Office Supplies,Paper Clips Box 500pc,1,9.18,5,8.72,11.53,-6.94,PayPal,2023,12,December,Q4,Friday,-79.58715596330275,9.178947368421055,0.4589473684210539
ORD-10183,2023-12-09,Sarah Thompson,Consumer,United Kingdom,Europe,Furniture,Mesh Back Task Chair,5,152.95,5,726.51,18.94,248.72,Bank Transfer,2023,12,December,Q4,Saturday,34.23490385541837,764.7473684210527,38.23736842105268
ORD-10488,2023-12-09,Elizabeth Dubois,Consumer,Japan,Asia Pacific,Furniture,Desk Organizer Set,4,52.21,5,198.4,16.48,56.62,PayPal,2023,12,December,Q4,Saturday,28.5383064516129,208.84210526315792,10.442105263157913
ORD-11110,2023-12-09,Robert Dubois,Corporate,United States,North America,Technology,USB-C Hub Multiport Adapter,1,58.09,15,49.38,6.23,11.2,Bank Transfer,2023,12,December,Q4,Saturday,22.68124746861077,58.09411764705883,8.714117647058828
ORD-11393,2023-12-09,Liam Rossi,Corporate,Australia,Asia Pacific,Office Supplies,Ballpoint Pen Pack 12,3,9.96,15,25.4,15.0,-3.05,Bank Transfer,2023,12,December,Q4,Saturday,-12.007874015748031,29.88235294117647,4.482352941176472
ORD-10632,2023-12-10,David White,Home Office,Mexico,North America,Office Supplies,Premium Notebook Set A5,1,15.07,5,14.32,6.62,0.92,Credit Card,2023,12,December,Q4,Sunday,6.424581005586592,15.073684210526316,0.7536842105263162
ORD-11262,2023-12-10,Oscar Martinez,Corporate,Mexico,North America,Clothing & Accessories,Canvas Messenger Bag,10,38.59,10,347.31,26.11,128.25,Credit Card,2023,12,December,Q4,Sunday,36.92666493910339,385.9,38.589999999999975
ORD-10199,2023-12-11,Hans Robinson,Consumer,Canada,North America,Office Supplies,Stapler Full-Size,5,16.65,5,79.09,8.63,33.0,Credit Card,2023,12,December,Q4,Monday,41.72461752433936,83.25263157894737,4.162631578947369
